,Date,HomeTeam,AwayTeam,HS,AS,HST,AST,HC,AC,HTR,FTR,WHH,WHD,WHA,diff_shots,diff_on_target
3374,2017-01-05,38,23,9.0,12.0,2.0,8.0,3.0,5.0,0,A,6.0,4.0,1.55,-3.0,-6.0
1532,2012-01-09,24,30,19.0,9.0,12.0,5.0,8.0,3.0,2,H,1.2,7.0,11.0,10.0,7.0
1537,2012-01-09,41,34,9.0,16.0,5.0,8.0,2.0,1.0,1,D,2.25,3.2,3.3,-7.0,-3.0
1536,2012-01-09,40,17,17.0,14.0,12.0,13.0,6.0,6.0,2,H,2.4,3.4,2.88,3.0,-1.0
1533,2012-01-09,36,35,14.0,4.0,10.0,3.0,8.0,0.0,0,D,2.15,3.25,3.5,10.0,7.0
1535,2012-01-09,39,16,14.0,12.0,8.0,5.0,6.0,3.0,1,H,2.9,3.4,2.38,2.0,3.0
1534,2012-01-09,37,28,15.0,10.0,9.0,4.0,4.0,2.0,1,D,1.4,5.0,7.0,5.0,5.0
1921,2013-01-09,39,36,10.0,12.0,1.0,4.0,2.0,3.0,0,A,2.5,3.4,2.75,-2.0,-3.0
1920,2013-01-09,23,25,10.0,10.0,5.0,4.0,2.0,7.0,2,H,2.6,3.2,2.8,0.0,1.0
1919,2013-01-09,0,37,12.0,14.0,5.0,4.0,3.0,6.0,2,H,2.1,3.3,3.5,-2.0,1.0
4493,2002-01-09,5,1,13.0,12.0,6.0,5.0,4.0,5.0,1,H,2.5,3.1,2.5,1.0,1.0
4494,2002-01-09,12,0,8.0,8.0,2.0,5.0,6.0,2.0,2,D,2.87,3.0,2.25,0.0,-3.0
3826,2018-01-09,24,27,24.0,3.0,8.0,2.0,4.0,0.0,1,H,1.08,10.0,26.0,21.0,6.0
3824,2018-01-09,16,18,11.0,9.0,1.0,6.0,4.0,3.0,1,D,1.5,3.8,7.5,2.0,-5.0
3823,2018-01-09,14,33,20.0,19.0,6.0,6.0,7.0,4.0,1,A,1.95,3.4,4.0,1.0,0.0
3822,2018-01-09,12,6,24.0,8.0,6.0,1.0,7.0,6.0,1,H,1.29,5.8,8.5,16.0,5.0
3821,2018-01-09,8,17,15.0,10.0,5.0,5.0,7.0,1.0,0,D,2.25,3.3,3.2,5.0,0.0
3825,2018-01-09,22,23,12.0,10.0,5.0,4.0,4.0,4.0,0,A,7.0,4.75,1.4,2.0,1.0
3827,2018-01-09,40,42,13.0,15.0,3.0,6.0,4.0,4.0,1,A,2.4,3.5,2.8,-2.0,-3.0
4210,2019-01-09,0,37,26.0,13.0,8.0,9.0,11.0,6.0,0,D,2.35,3.6,2.9,13.0,-1.0
4209,2019-01-09,16,42,15.0,8.0,6.0,5.0,7.0,7.0,2,H,2.15,3.25,3.6,7.0,1.0
76,2000-01-10,0,25,7.0,13.0,5.0,4.0,3.0,11.0,2,H,2.5,2.9,2.62,-6.0,1.0
78,2000-01-10,35,22,11.0,8.0,5.0,2.0,6.0,2.0,1,D,1.9,3.2,3.5,3.0,3.0
77,2000-01-10,12,23,11.0,10.0,5.0,2.0,3.0,1.0,2,H,2.2,3.0,3.0,1.0,3.0
4893,2005-01-10,11,37,9.0,13.0,4.0,7.0,1.0,6.0,2,A,2.3,3.2,2.62,-4.0,-3.0
4894,2005-01-10,17,25,11.0,11.0,6.0,7.0,3.0,9.0,0,A,5.5,3.3,1.57,0.0,-1.0
4895,2005-01-10,29,27,10.0,6.0,6.0,3.0,4.0,4.0,1,D,2.62,3.1,2.37,4.0,3.0
4896,2005-01-10,35,40,16.0,6.0,8.0,3.0,5.0,3.0,2,D,2.5,3.1,2.5,10.0,5.0
4892,2005-01-10,3,39,20.0,6.0,11.0,3.0,11.0,1.0,1,H,1.72,3.1,4.5,14.0,8.0
5271,2006-01-10,25,27,24.0,3.0,11.0,3.0,8.0,3.0,2,H,1.28,4.5,8.0,21.0,8.0
5270,2006-01-10,3,41,12.0,11.0,8.0,6.0,5.0,4.0,1,H,1.8,3.1,4.0,1.0,2.0
5272,2006-01-10,37,29,8.0,9.0,6.0,6.0,6.0,10.0,2,H,1.8,3.3,3.75,-1.0,0.0
5273,2006-01-10,40,31,13.0,2.0,8.0,1.0,10.0,5.0,0,A,1.95,3.1,3.5,11.0,7.0
1191,2011-01-10,1,41,16.0,14.0,10.0,9.0,5.0,10.0,2,H,1.6,3.75,6.0,2.0,1.0
1192,2011-01-10,3,24,5.0,19.0,4.0,12.0,4.0,5.0,1,A,5.0,4.2,1.62,-14.0,-8.0
1196,2011-01-10,42,27,25.0,10.0,12.0,6.0,10.0,5.0,0,A,2.38,3.25,3.0,15.0,6.0
1195,2011-01-10,35,39,12.0,7.0,7.0,3.0,7.0,4.0,1,D,2.25,3.3,3.2,5.0,4.0
1194,2011-01-10,25,28,17.0,13.0,9.0,6.0,10.0,3.0,1,H,1.18,7.5,12.0,4.0,3.0
1193,2011-01-10,16,23,12.0,15.0,4.0,9.0,5.0,9.0,1,A,2.9,3.25,2.45,-3.0,-5.0
1570,2012-01-10,30,40,13.0,17.0,9.0,10.0,4.0,13.0,0,A,2.15,3.1,3.6,-4.0,-1.0
3096,2016-01-10,40,26,19.0,9.0,2.0,3.0,4.0,5.0,1,D,2.3,3.3,3.3,10.0,-1.0
3095,2016-01-10,38,6,17.0,11.0,7.0,2.0,4.0,5.0,0,D,2.4,3.2,3.2,6.0,5.0
3094,2016-01-10,36,23,8.0,18.0,3.0,6.0,3.0,10.0,2,A,8.0,4.5,1.44,-10.0,-3.0
3093,2016-01-10,35,39,7.0,17.0,2.0,7.0,6.0,5.0,0,D,2.5,3.1,3.2,-10.0,-5.0
3092,2016-01-10,19,12,8.0,22.0,3.0,9.0,5.0,7.0,1,A,7.0,4.33,1.5,-14.0,-6.0
3478,2017-01-10,0,8,25.0,9.0,12.0,1.0,6.0,5.0,2,H,1.22,6.0,13.0,16.0,11.0
3479,2017-01-10,16,9,23.0,5.0,4.0,2.0,9.0,3.0,0,A,1.62,3.6,6.0,18.0,2.0
3480,2017-01-10,27,23,8.0,17.0,5.0,2.0,1.0,5.0,1,D,5.0,3.75,1.7,-9.0,3.0
3860,2018-01-10,6,14,11.0,10.0,5.0,2.0,3.0,3.0,2,H,2.25,3.4,3.2,1.0,3.0
5959,2008-01-11,16,17,9.0,15.0,4.0,5.0,6.0,5.0,1,H,1.73,3.5,5.0,-6.0,-1.0
5960,2008-01-11,25,19,20.0,11.0,11.0,7.0,9.0,1.0,2,H,1.17,6.5,19.0,9.0,4.0
5961,2008-01-11,26,40,11.0,13.0,7.0,8.0,5.0,4.0,0,D,2.05,3.3,3.6,-2.0,-1.0
5962,2008-01-11,29,41,16.0,12.0,8.0,8.0,9.0,6.0,0,A,2.0,3.3,3.8,4.0,0.0
5963,2008-01-11,34,0,7.0,13.0,5.0,6.0,3.0,5.0,2,H,8.0,4.5,1.4,-6.0,-1.0
5965,2008-01-11,39,3,15.0,9.0,8.0,5.0,2.0,3.0,0,D,2.4,3.3,2.9,6.0,3.0
5958,2008-01-11,12,35,17.0,1.0,11.0,0.0,4.0,0.0,2,H,1.2,6.0,15.0,16.0,11.0
5964,2008-01-11,37,23,8.0,14.0,4.0,6.0,4.0,4.0,0,H,3.5,3.3,2.1,-6.0,-2.0
6343,2009-01-11,2,24,7.0,14.0,4.0,6.0,4.0,8.0,1,D,4.33,3.5,1.83,-7.0,-2.0
851,2010-01-11,4,39,21.0,12.0,8.0,5.0,8.0,2.0,2,H,2.75,3.3,2.5,9.0,3.0
2368,2014-01-11,34,40,21.0,10.0,6.0,2.0,9.0,2.0,2,D,2.4,3.1,3.1,11.0,4.0
2362,2014-01-11,0,9,32.0,6.0,13.0,2.0,18.0,1.0,1,H,1.29,5.0,12.0,26.0,11.0
2363,2014-01-11,12,30,18.0,7.0,8.0,1.0,13.0,2.0,2,H,1.17,6.5,19.0,11.0,7.0
2364,2014-01-11,16,36,17.0,8.0,3.0,0.0,11.0,0.0,1,D,1.75,3.25,5.5,9.0,3.0
2365,2014-01-11,19,33,8.0,10.0,1.0,3.0,7.0,4.0,0,A,3.75,3.1,2.1,-2.0,-2.0
2366,2014-01-11,22,39,14.0,8.0,5.0,3.0,8.0,3.0,1,A,2.38,3.2,3.1,6.0,2.0
2367,2014-01-11,27,23,14.0,6.0,3.0,3.0,7.0,2.0,1,H,3.8,3.2,2.05,8.0,0.0
2758,2015-01-11,16,35,15.0,17.0,8.0,9.0,6.0,1.0,2,H,1.53,3.8,7.0,-2.0,-1.0
2759,2015-01-11,33,6,11.0,16.0,2.0,2.0,4.0,6.0,2,H,1.57,3.8,6.0,-5.0,0.0
514,2001-01-12,35,40,15.0,10.0,6.0,5.0,3.0,3.0,1,H,1.8,3.1,4.0,5.0,1.0
513,2001-01-12,25,12,12.0,14.0,5.0,5.0,7.0,2.0,0,A,1.66,3.1,5.0,-2.0,0.0
512,2001-01-12,20,0,7.0,7.0,2.0,3.0,12.0,5.0,0,A,4.0,3.1,1.8,0.0,-1.0
511,2001-01-12,15,23,12.0,7.0,4.0,5.0,5.0,9.0,0,A,4.5,3.3,1.66,5.0,-1.0
510,2001-01-12,11,27,15.0,12.0,7.0,6.0,3.0,7.0,1,D,2.5,3.1,2.5,3.0,1.0
509,2001-01-12,3,26,14.0,8.0,4.0,5.0,7.0,3.0,0,A,1.9,3.0,3.75,6.0,-1.0
508,2001-01-12,1,22,11.0,6.0,7.0,4.0,7.0,8.0,0,A,1.5,3.3,6.5,5.0,3.0
5617,2007-01-12,1,0,11.0,14.0,5.0,9.0,4.0,7.0,0,A,3.75,3.2,1.83,-3.0,-4.0
5619,2007-01-12,12,40,14.0,4.0,5.0,1.0,7.0,0.0,1,H,1.25,4.5,10.0,10.0,4.0
5618,2007-01-12,3,27,13.0,20.0,6.0,8.0,1.0,1.0,1,H,1.83,3.2,3.75,-7.0,-2.0
5620,2007-01-12,29,16,20.0,4.0,6.0,2.0,9.0,0.0,1,D,2.0,3.1,3.3,16.0,4.0
5621,2007-01-12,31,26,12.0,16.0,7.0,11.0,5.0,4.0,1,D,1.8,3.25,3.8,-4.0,-4.0
5622,2007-01-12,35,15,20.0,12.0,9.0,9.0,5.0,3.0,1,H,1.62,3.3,5.0,8.0,0.0
5623,2007-01-12,41,24,5.0,4.0,4.0,1.0,2.0,4.0,1,D,2.8,3.1,2.25,1.0,3.0
6007,2008-01-12,23,40,21.0,7.0,8.0,3.0,17.0,5.0,1,D,1.29,4.33,8.5,14.0,5.0
1652,2012-01-12,17,37,8.0,10.0,2.0,6.0,2.0,1.0,1,A,3.0,3.0,2.5,-2.0,-4.0
1653,2012-01-12,23,33,24.0,8.0,11.0,4.0,10.0,4.0,2,H,1.44,4.0,8.0,16.0,7.0
1654,2012-01-12,24,16,9.0,8.0,6.0,5.0,5.0,2.0,1,D,1.57,3.8,6.0,1.0,1.0
1655,2012-01-12,30,1,17.0,7.0,12.0,3.0,11.0,4.0,1,D,2.05,3.25,3.75,10.0,9.0
1656,2012-01-12,31,25,10.0,10.0,7.0,5.0,6.0,1.0,0,A,8.0,4.0,1.44,0.0,2.0
1657,2012-01-12,39,34,14.0,6.0,11.0,4.0,5.0,5.0,1,A,2.1,3.3,3.5,8.0,7.0
1651,2012-01-12,0,36,10.0,12.0,8.0,10.0,8.0,5.0,1,A,1.5,4.0,7.0,-2.0,-2.0
1658,2012-01-12,40,12,16.0,16.0,13.0,9.0,14.0,5.0,0,H,3.8,3.3,2.0,0.0,4.0
2019,2013-01-12,19,23,12.0,9.0,4.0,4.0,2.0,6.0,1,H,5.5,3.8,1.62,3.0,0.0
2020,2013-01-12,24,36,22.0,9.0,7.0,4.0,5.0,4.0,2,H,1.3,5.0,11.0,13.0,3.0
2021,2013-01-12,37,25,10.0,8.0,4.0,3.0,7.0,7.0,1,D,2.7,3.1,2.7,2.0,1.0
2018,2013-01-12,12,33,16.0,9.0,7.0,1.0,8.0,4.0,0,H,1.57,3.8,6.0,7.0,6.0
4615,2002-01-12,27,16,24.0,7.0,15.0,5.0,11.0,2.0,0,H,1.9,3.25,3.4,17.0,10.0
4614,2002-01-12,23,25,13.0,5.0,7.0,4.0,5.0,2.0,1,A,2.25,3.1,2.8,8.0,3.0
4613,2002-01-12,21,11,18.0,14.0,6.0,10.0,5.0,11.0,2,A,1.9,3.25,3.4,4.0,-4.0
3923,2018-01-12,18,8,7.0,14.0,2.0,6.0,2.0,6.0,1,A,2.45,3.0,3.25,-7.0,-4.0
3922,2018-01-12,14,9,29.0,4.0,9.0,0.0,10.0,2.0,2,H,1.6,3.75,6.5,25.0,9.0
3926,2018-01-12,27,40,16.0,7.0,4.0,4.0,7.0,3.0,0,A,2.45,3.25,3.0,9.0,0.0
3925,2018-01-12,24,6,16.0,4.0,6.0,1.0,8.0,4.0,1,H,1.1,10.0,23.0,12.0,5.0
3927,2018-01-12,33,25,16.0,11.0,6.0,5.0,3.0,5.0,1,D,4.2,3.5,1.91,5.0,1.0
3924,2018-01-12,22,38,7.0,8.0,3.0,0.0,4.0,8.0,2,H,2.25,3.25,3.4,-1.0,3.0
4308,2019-01-12,42,32,13.0,9.0,3.0,4.0,7.0,2.0,0,D,1.91,3.4,4.33,4.0,-1.0
4310,2019-01-12,25,1,16.0,9.0,6.0,3.0,9.0,9.0,1,D,1.47,4.2,7.5,7.0,3.0
4309,2019-01-12,22,16,16.0,11.0,6.0,3.0,4.0,4.0,0,H,1.63,4.0,5.25,5.0,3.0
4307,2019-01-12,28,0,15.0,16.0,8.0,7.0,7.0,12.0,2,D,4.2,4.2,1.75,-1.0,1.0
214,2001-02-01,37,27,16.0,9.0,10.0,4.0,9.0,6.0,2,H,1.83,3.4,3.5,7.0,6.0
581,2002-02-01,25,27,11.0,11.0,7.0,6.0,6.0,5.0,2,H,1.5,3.6,5.5,0.0,1.0
580,2002-02-01,15,17,10.0,8.0,0.0,4.0,10.0,3.0,1,A,2.5,3.1,2.5,2.0,-4.0
5027,2006-02-01,40,12,6.0,17.0,3.0,10.0,2.0,5.0,0,A,8.0,3.75,1.36,-11.0,-7.0
5025,2006-02-01,27,26,10.0,8.0,5.0,3.0,5.0,2.0,2,D,1.9,3.0,3.75,2.0,2.0
5024,2006-02-01,17,35,12.0,10.0,9.0,7.0,6.0,6.0,1,H,1.57,3.3,5.5,2.0,2.0
5023,2006-02-01,16,11,13.0,11.0,6.0,4.0,5.0,2.0,2,H,2.3,3.1,2.75,2.0,2.0
5022,2006-02-01,5,23,12.0,15.0,7.0,7.0,3.0,5.0,2,D,3.3,3.1,2.0,-3.0,0.0
5021,2006-02-01,3,29,12.0,8.0,7.0,4.0,4.0,6.0,2,H,1.61,3.3,5.0,4.0,3.0
5020,2006-02-01,2,41,8.0,6.0,4.0,2.0,8.0,3.0,2,H,2.4,3.1,2.6,2.0,2.0
5026,2006-02-01,39,1,9.0,13.0,5.0,7.0,7.0,6.0,1,A,2.37,3.0,2.7,-4.0,-2.0
5422,2007-02-01,0,11,16.0,4.0,10.0,2.0,8.0,2.0,2,H,1.16,5.5,12.0,12.0,8.0
5423,2007-02-01,1,12,4.0,22.0,2.0,12.0,5.0,8.0,1,D,5.5,3.5,1.53,-18.0,-10.0
5687,2008-02-01,27,24,16.0,12.0,10.0,7.0,8.0,7.0,0,A,2.25,3.1,2.8,4.0,3.0
5686,2008-02-01,23,41,15.0,6.0,11.0,1.0,4.0,1.0,1,D,1.22,4.8,10.0,9.0,10.0
5685,2008-02-01,5,15,12.0,9.0,5.0,3.0,11.0,7.0,1,H,1.5,3.4,6.0,3.0,2.0
5684,2008-02-01,3,35,8.0,7.0,3.0,4.0,7.0,3.0,1,H,1.53,3.5,5.5,1.0,-1.0
951,2011-02-01,41,27,9.0,13.0,4.0,5.0,3.0,3.0,0,A,2.5,3.25,2.88,-4.0,-1.0
950,2011-02-01,12,1,15.0,16.0,10.0,10.0,9.0,6.0,1,D,1.25,5.0,15.0,-1.0,0.0
1322,2012-02-01,3,34,14.0,8.0,7.0,3.0,8.0,3.0,0,A,2.45,3.2,2.5,6.0,4.0
1323,2012-02-01,17,0,21.0,17.0,8.0,10.0,4.0,3.0,0,H,3.6,3.3,1.85,4.0,-2.0
1324,2012-02-01,30,28,9.0,13.0,6.0,6.0,2.0,5.0,1,A,2.0,3.2,3.25,-4.0,0.0
1325,2012-02-01,42,12,9.0,15.0,5.0,10.0,0.0,5.0,1,A,5.0,3.75,1.53,-6.0,-5.0
1321,2012-02-01,1,36,10.0,8.0,2.0,4.0,14.0,0.0,0,A,1.8,3.2,4.0,2.0,-2.0
1717,2013-02-01,12,30,23.0,8.0,11.0,5.0,14.0,2.0,1,A,1.22,5.5,15.0,15.0,6.0
1718,2013-02-01,23,35,27.0,6.0,16.0,5.0,9.0,5.0,2,H,1.4,4.0,9.5,21.0,11.0
1719,2013-02-01,27,16,14.0,7.0,11.0,6.0,4.0,6.0,1,A,3.0,3.2,2.4,7.0,5.0
2845,2016-02-01,35,1,13.0,8.0,6.0,3.0,3.0,3.0,2,H,2.4,3.1,3.1,5.0,3.0
2842,2016-02-01,22,6,16.0,9.0,2.0,0.0,7.0,1.0,1,D,1.95,3.4,4.0,7.0,2.0
2848,2016-02-01,40,23,18.0,23.0,10.0,2.0,3.0,9.0,2,H,3.8,3.4,2.0,-5.0,8.0
2847,2016-02-01,39,34,16.0,10.0,5.0,3.0,4.0,6.0,1,H,2.8,3.1,2.62,6.0,2.0
2844,2016-02-01,28,33,10.0,10.0,1.0,4.0,4.0,9.0,1,H,3.1,3.2,2.38,0.0,-3.0
2846,2016-02-01,38,24,11.0,16.0,3.0,5.0,4.0,5.0,1,A,5.0,3.6,1.73,-5.0,-2.0
2843,2016-02-01,25,36,19.0,9.0,6.0,4.0,4.0,2.0,1,H,1.57,3.6,7.0,10.0,2.0
2841,2016-02-01,0,27,16.0,15.0,3.0,6.0,7.0,4.0,1,H,1.3,5.0,11.0,1.0,-3.0
3222,2017-02-01,24,9,14.0,11.0,3.0,3.0,8.0,8.0,1,H,1.18,7.0,15.0,3.0,0.0
3224,2017-02-01,35,23,10.0,21.0,5.0,15.0,2.0,5.0,1,D,11.0,4.5,1.36,-11.0,-10.0
3225,2017-02-01,39,19,8.0,17.0,5.0,6.0,7.0,9.0,0,H,1.8,3.3,5.5,-9.0,-1.0
3221,2017-02-01,16,33,17.0,12.0,6.0,3.0,10.0,8.0,1,H,2.3,3.2,3.4,5.0,3.0
3226,2017-02-01,40,25,8.0,13.0,2.0,6.0,2.0,1.0,1,A,5.5,3.8,1.67,-5.0,-4.0
3223,2017-02-01,26,22,9.0,10.0,1.0,4.0,2.0,2.0,1,D,2.75,3.1,2.8,-1.0,-3.0
3626,2018-02-01,33,14,10.0,11.0,3.0,4.0,4.0,7.0,2,A,1.95,3.4,4.2,-1.0,-1.0
3625,2018-02-01,24,38,17.0,7.0,7.0,4.0,9.0,1.0,2,H,1.15,8.0,19.0,10.0,3.0
3627,2018-02-01,36,37,8.0,12.0,1.0,5.0,6.0,5.0,0,A,11.0,5.5,1.3,-4.0,-4.0
3628,2018-02-01,40,39,13.0,10.0,5.0,3.0,3.0,4.0,0,H,1.95,3.3,4.33,3.0,2.0
3994,2019-02-01,6,38,25.0,11.0,12.0,3.0,4.0,2.0,1,D,2.55,3.4,2.75,14.0,9.0
3998,2019-02-01,40,8,13.0,13.0,6.0,6.0,1.0,5.0,1,D,1.91,3.6,4.0,0.0,0.0
3997,2019-02-01,27,25,14.0,16.0,3.0,7.0,1.0,2.0,1,A,6.0,4.2,1.55,-2.0,-4.0
3996,2019-02-01,18,9,9.0,16.0,2.0,8.0,5.0,2.0,1,A,2.1,3.1,4.0,-7.0,-6.0
3995,2019-02-01,12,33,17.0,6.0,6.0,2.0,7.0,2.0,1,D,1.25,6.0,12.0,11.0,4.0
3999,2019-02-01,42,14,9.0,17.0,1.0,4.0,3.0,10.0,1,A,2.0,3.3,4.0,-8.0,-3.0
4379,2020-02-01,23,32,19.0,3.0,7.0,2.0,8.0,4.0,2,H,1.22,6.0,15.0,16.0,5.0
621,2002-02-02,27,5,10.0,10.0,6.0,6.0,13.0,6.0,1,H,1.36,3.75,8.0,0.0,0.0
615,2002-02-02,0,33,14.0,4.0,4.0,1.0,4.0,3.0,2,D,1.3,4.33,8.0,10.0,3.0
616,2002-02-02,15,37,12.0,7.0,7.0,3.0,9.0,6.0,2,H,2.8,3.2,2.2,5.0,4.0
617,2002-02-02,16,20,9.0,5.0,4.0,3.0,2.0,4.0,0,A,2.1,3.2,3.0,4.0,1.0
618,2002-02-02,17,1,9.0,15.0,3.0,9.0,9.0,4.0,1,D,2.0,3.1,3.3,-6.0,-6.0
619,2002-02-02,22,12,16.0,9.0,9.0,5.0,6.0,2.0,2,A,4.5,3.5,1.61,7.0,4.0
620,2002-02-02,25,35,18.0,6.0,8.0,3.0,11.0,2.0,2,H,1.2,5.0,11.0,12.0,5.0
622,2002-02-02,40,3,13.0,14.0,6.0,2.0,5.0,8.0,2,H,1.9,3.25,3.4,-1.0,4.0
5724,2008-02-02,37,25,10.0,16.0,8.0,10.0,8.0,9.0,2,D,3.8,3.25,1.8,-6.0,-2.0
5725,2008-02-02,41,40,10.0,5.0,3.0,1.0,6.0,3.0,2,H,2.38,3.1,2.62,5.0,2.0
5721,2008-02-02,24,0,5.0,14.0,2.0,9.0,1.0,9.0,0,A,4.2,3.25,1.73,-9.0,-7.0
5722,2008-02-02,29,12,17.0,20.0,6.0,12.0,4.0,8.0,1,D,4.33,3.4,1.67,-3.0,-6.0
5723,2008-02-02,31,5,9.0,8.0,6.0,4.0,13.0,3.0,0,A,1.95,3.1,3.5,1.0,2.0
5719,2008-02-02,3,16,13.0,10.0,3.0,4.0,4.0,8.0,1,D,2.3,3.1,2.75,3.0,-1.0
5718,2008-02-02,2,15,11.0,6.0,7.0,3.0,5.0,5.0,1,D,1.44,3.75,6.0,5.0,4.0
5720,2008-02-02,23,35,14.0,6.0,11.0,3.0,4.0,1.0,1,H,1.22,4.8,10.0,8.0,8.0
6468,2010-02-02,19,12,7.0,21.0,3.0,11.0,6.0,8.0,1,D,8.5,4.8,1.25,-14.0,-8.0
995,2011-02-02,23,34,13.0,6.0,9.0,1.0,7.0,0.0,1,H,1.6,3.75,6.0,7.0,8.0
994,2011-02-02,17,27,11.0,4.0,9.0,3.0,4.0,7.0,1,H,2.1,3.25,3.6,7.0,6.0
990,2011-02-02,2,24,14.0,12.0,7.0,9.0,6.0,4.0,0,D,4.33,3.5,1.85,2.0,-2.0
993,2011-02-02,5,42,13.0,11.0,8.0,5.0,8.0,3.0,1,H,1.83,3.6,4.2,2.0,3.0
992,2011-02-02,4,40,13.0,12.0,8.0,10.0,10.0,7.0,0,A,2.38,3.4,2.88,1.0,-2.0
991,2011-02-02,3,37,17.0,6.0,9.0,5.0,4.0,4.0,0,A,3.1,3.3,2.3,11.0,4.0
1754,2013-02-02,17,25,15.0,13.0,8.0,8.0,5.0,8.0,1,A,5.5,3.6,1.67,2.0,0.0
1756,2013-02-02,30,28,15.0,14.0,7.0,9.0,10.0,8.0,1,D,2.0,3.2,4.0,1.0,-2.0
1757,2013-02-02,31,35,9.0,10.0,5.0,6.0,6.0,8.0,1,H,2.38,3.0,2.9,-1.0,-1.0
1758,2013-02-02,40,36,18.0,11.0,9.0,7.0,5.0,3.0,1,H,2.45,3.1,3.0,7.0,2.0
1759,2013-02-02,41,33,5.0,15.0,3.0,7.0,8.0,5.0,2,D,2.25,3.1,3.4,-10.0,-4.0
1752,2013-02-02,0,34,15.0,6.0,9.0,2.0,11.0,1.0,1,H,1.44,3.8,9.0,9.0,7.0
1755,2013-02-02,27,12,19.0,12.0,13.0,6.0,5.0,4.0,2,H,4.0,3.2,2.0,7.0,7.0
1753,2013-02-02,16,1,22.0,8.0,13.0,4.0,15.0,2.0,0,D,1.4,4.2,9.0,14.0,9.0
2129,2014-02-02,0,14,11.0,10.0,6.0,2.0,6.0,5.0,1,H,1.22,5.5,15.0,1.0,4.0
2130,2014-02-02,39,23,12.0,12.0,4.0,3.0,3.0,4.0,0,D,6.0,3.4,1.67,0.0,1.0
2888,2016-02-02,40,1,25.0,6.0,6.0,2.0,5.0,5.0,1,H,1.91,3.2,4.33,19.0,4.0
2887,2016-02-02,39,36,17.0,18.0,7.0,4.0,7.0,7.0,1,D,2.62,3.0,2.9,-1.0,3.0
2886,2016-02-02,35,24,11.0,6.0,2.0,2.0,8.0,4.0,0,A,7.0,4.0,1.5,5.0,0.0
2881,2016-02-02,0,33,21.0,14.0,11.0,3.0,13.0,3.0,1,D,1.8,3.2,5.0,7.0,8.0
2882,2016-02-02,14,6,14.0,8.0,3.0,4.0,5.0,3.0,1,A,2.5,3.1,3.0,6.0,-1.0
2883,2016-02-02,22,23,13.0,14.0,6.0,2.0,3.0,12.0,1,H,2.62,3.1,2.8,-1.0,4.0
2884,2016-02-02,25,34,15.0,10.0,5.0,0.0,2.0,5.0,2,H,1.67,3.5,6.0,5.0,5.0
2885,2016-02-02,28,37,10.0,17.0,2.0,6.0,6.0,8.0,0,A,4.5,3.4,1.83,-7.0,-4.0
4712,2003-02-02,1,3,16.0,7.0,9.0,1.0,9.0,2.0,2,H,2.1,3.3,2.87,9.0,8.0
4713,2003-02-02,40,23,7.0,11.0,2.0,5.0,6.0,8.0,0,A,3.4,3.25,1.9,-4.0,-3.0
4037,2019-02-02,37,27,21.0,8.0,4.0,2.0,6.0,3.0,1,H,1.42,4.2,9.0,13.0,2.0
4036,2019-02-02,16,42,13.0,8.0,4.0,4.0,3.0,1.0,0,A,2.35,3.3,3.1,5.0,0.0
4033,2019-02-02,10,6,12.0,9.0,5.0,2.0,6.0,7.0,2,H,3.2,3.4,2.25,3.0,3.0
4032,2019-02-02,9,33,15.0,10.0,6.0,4.0,4.0,2.0,1,D,2.5,3.3,2.88,5.0,2.0
4031,2019-02-02,8,38,21.0,5.0,4.0,0.0,7.0,0.0,1,D,2.55,3.2,2.9,16.0,4.0
4034,2019-02-02,12,18,23.0,5.0,7.0,2.0,11.0,2.0,2,H,1.18,7.0,17.0,18.0,5.0
4035,2019-02-02,14,17,17.0,8.0,6.0,0.0,11.0,1.0,2,H,2.0,3.5,3.8,9.0,6.0
4420,2020-02-02,37,24,3.0,18.0,3.0,5.0,2.0,6.0,1,H,5.8,4.33,1.55,-15.0,-2.0
4419,2020-02-02,9,0,15.0,13.0,2.0,2.0,5.0,7.0,1,D,3.75,3.5,2.0,2.0,0.0
644,2002-02-03,1,40,10.0,4.0,7.0,3.0,9.0,4.0,1,H,1.66,3.3,4.5,6.0,4.0
646,2002-02-03,11,12,9.0,4.0,6.0,2.0,5.0,4.0,1,H,3.0,3.0,2.2,5.0,4.0
647,2002-02-03,17,23,11.0,10.0,5.0,4.0,8.0,4.0,0,A,3.1,2.87,2.2,1.0,1.0
648,2002-02-03,20,33,8.0,5.0,4.0,4.0,4.0,3.0,1,A,1.8,3.3,3.75,3.0,0.0
649,2002-02-03,26,22,11.0,6.0,7.0,1.0,5.0,6.0,2,H,1.5,3.4,6.0,5.0,6.0
650,2002-02-03,27,0,13.0,9.0,6.0,6.0,5.0,8.0,0,A,2.5,3.1,2.5,4.0,0.0
651,2002-02-03,37,35,17.0,7.0,7.0,2.0,5.0,5.0,1,H,1.61,3.3,5.0,10.0,5.0
645,2002-02-03,5,3,11.0,6.0,5.0,3.0,7.0,5.0,2,D,2.37,3.1,2.62,5.0,2.0
5756,2008-02-03,16,29,13.0,9.0,5.0,5.0,10.0,3.0,1,H,1.91,3.1,3.6,4.0,0.0
5755,2008-02-03,5,23,7.0,12.0,2.0,9.0,3.0,10.0,0,A,4.5,3.3,1.67,-5.0,-7.0
1783,2013-02-03,16,31,18.0,12.0,12.0,6.0,9.0,10.0,2,H,1.4,4.5,8.0,6.0,6.0
